index,Order ID,Date,Status,Fulfilment,Sales Channel,ship-service-level,Category,Size,Courier Status,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,B2B,fulfilled-by,New,PendingS,totla price,unit sold
139,403-6442534-2769112,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,Trousers,3XL,Cancelled,0,,,AZAMGARH,UTTAR PRADESH,276302,IN,FALSE,,,,70000,35
140,408-3113070-0750756,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,597,KALYAN,MAHARASHTRA,421306,IN,FALSE,,,,11250,46
141,404-7796841-1880317,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,S,Shipped,1,INR,696,NEW DELHI,DELHI,110016,IN,FALSE,,,,45000,13
142,405-2142542-0941949,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,363,HYDERABAD,TELANGANA,502032,IN,FALSE,,,,87500,36
143,405-0286717-7761132,04-30-22,Shipped,Amazon,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,299,HYDERABAD,TELANGANA,502032,IN,FALSE,,,,225000,68
144,406-9021273-9221106,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Blazzer,S,Shipped,1,INR,690,GUWAHATI,ASSAM,781026,IN,FALSE,,,,75000,120
145,404-5381335-4577925,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Trousers,XS,Shipped,1,INR,574,MYSORE,KARNATAKA,570008,IN,FALSE,,,,60000,38
146,171-0131752-2560336,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,1399,BARABANKI,UTTAR PRADESH,225001,IN,FALSE,Easy Ship,,,33750,51
147,407-4235449-1353916,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,999,AMILA,UTTAR PRADESH,275301,IN,FALSE,Easy Ship,,,45000,8
148,171-8061614-5688327,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,999,VIJAYAWADA,ANDHRA PRADESH,520010,IN,FALSE,,,,100000,20
149,407-8248783-4261958,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,487,RAWAN AMBUJA CEMENT PLANT,CHHATTISGARH,493331,IN,FALSE,,,,282000,44
150,404-6513062-3876305,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,376,TIRUCHIRAPPALLI,TAMIL NADU,620018,IN,FALSE,Easy Ship,,,105000,122
151,406-7779874-9136347,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,1115,HERBERTPUR,UTTARAKHAND,248142,IN,FALSE,,,,82500,45
152,406-9638549-1733961,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,517,BENGALURU,KARNATAKA,560048,IN,FALSE,,,,55000,38
153,407-8801185-0134713,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,1126,bangalore,KARNATAKA,560001,IN,FALSE,,,,81250,20
154,171-3625443-6505905,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Blazzer,L,Shipped,1,INR,725,KALAMASSERY,KERALA,682021,IN,FALSE,,,,175000,22
155,402-8078642-8565124,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,Shirt,XL,Cancelled,0,,,Puri-2,ODISHA,752002,IN,FALSE,,,,325000,54
156,402-2820441-9623566,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Blazzer,XXL,Shipped,1,INR,721,TIKABALI,ODISHA,762010,IN,FALSE,,,,150000,136
157,171-4312987-5366767,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XS,Shipped,1,INR,666,BIHARSHARIF,BIHAR,803115,IN,FALSE,,,,96250,53
158,403-5189998-9343503,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,496,HYDERABAD,TELANGANA,500075,IN,FALSE,,,,82500,42
159,407-9863928-5979501,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,353,PARAVUR,KERALA,683513,IN,FALSE,Easy Ship,,,97500,29
160,171-4644162-9093116,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,S,Shipped,1,INR,399,BASTI,UTTAR PRADESH,272001,IN,FALSE,Easy Ship,,,210000,125
161,406-0974406-3179521,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,6XL,Shipped,1,INR,458,WALAJAPET,TAMIL NADU,632513,IN,FALSE,,,,325000,225
162,402-0048138-1845122,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,3XL,Shipped,1,INR,1115,Dimapur,NAGALAND,797112,IN,FALSE,,,,180000,475
163,407-6283946-7749133,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Perfume,Free,Shipped,1,INR,845,Bengaluru,KARNATAKA,560029,IN,FALSE,,,,123750,125
164,407-0542879-1795554,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,S,Shipped,1,INR,399,Mahendragarh,HARYANA,123027,IN,FALSE,Easy Ship,,,96250,175
165,406-0218328-1773963,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,Shirt,6XL,Cancelled,0,,,WALAJAPET,TAMIL NADU,632513,IN,FALSE,,,,130000,50
166,407-3742007-3242711,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,S,Shipped,1,INR,517,HYDERABAD,TELANGANA,500086,IN,FALSE,,,,262500,125
167,407-3742007-3242711,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,S,Shipped,1,INR,517,HYDERABAD,TELANGANA,500086,IN,FALSE,,,,341250,225
168,405-3067317-3360344,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,3XL,Shipped,1,INR,599,GREATER NOIDA,UTTAR PRADESH,201306,IN,FALSE,,,,180000,445
169,406-5648244-8317954,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Trousers,3XL,Shipped,1,INR,487,New Delhi,DELHI,110019,IN,FALSE,,,,123750,150
170,171-3460653-0171519,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Trousers,XXL,Shipped,1,INR,487,GURUGRAM,HARYANA,122002,IN,FALSE,,,,110000,175
171,404-5337874-2284337,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XS,Shipped,1,INR,568,BENGALURU,KARNATAKA,560040,IN,FALSE,,,,113750,25
172,405-2660443-4165145,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,399,BENGALURU,KARNATAKA,560022,IN,FALSE,Easy Ship,,,245000,75
173,402-3329522-2367566,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,295,MUMBAI,MAHARASHTRA,400069,IN,FALSE,,,,308750,175
174,406-3078054-1755513,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,3XL,Shipped,1,INR,484,BIJNOR,UTTAR PRADESH,246722,IN,FALSE,,,,137500,450
175,171-4647176-6456305,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,626,MUMBAI,MAHARASHTRA,400078,IN,FALSE,,,,90000,150
176,408-5011528-8276347,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,563,ALLAHABAD,UTTAR PRADESH,211001,IN,FALSE,,,,78750,150
177,407-4097885-3129958,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,L,Shipped,1,INR,387,VASAI VIRAR,MAHARASHTRA,401202,IN,FALSE,Easy Ship,,,68750,75
178,171-1224053-5752314,04-30-22,Cancelled,Merchant,Amazon.in,Standard,Trousers,L,On the Way,0,INR,463.81,BENGALURU,KARNATAKA,560087,IN,FALSE,Easy Ship,,,135000,75
179,406-2849582-6531553,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Trousers,L,Shipped,1,INR,512,BIJNOR,UTTAR PRADESH,246701,IN,FALSE,,,,240000,200
180,407-5875767-6399551,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,1112,HYDERABAD,TELANGANA,500085,IN,FALSE,,,,112500,470
181,171-6336729-6763536,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,T-shirt,M,Unshipped,1,INR,626,BENGALURU,KARNATAKA,560037,IN,FALSE,,,,62500,175
182,404-3907920-5281963,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,376,HYDERABAD,TELANGANA,500090,IN,FALSE,,,,50000,150
183,408-7310428-6047538,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Blazzer,M,Shipped,1,INR,859,BENGALURU,KARNATAKA,560075,IN,FALSE,,,,60000,100
184,403-2608092-6065935,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,597,MANGALURU,KARNATAKA,575001,IN,FALSE,,,,146250,125
185,404-9760385-9109154,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,329,HYDERABAD,TELANGANA,500034,IN,FALSE,,,,262500,250
186,405-0732969-3941948,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,583,NEW TOWN,WEST BENGAL,700059,IN,FALSE,Easy Ship,,,120000,500
187,402-2720308-2560327,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Blazzer,L,Shipped,1,INR,665,MUMBAI,MAHARASHTRA,400016,IN,FALSE,,,,117000,250
188,402-0589123-6183541,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,582,MUMBAI,MAHARASHTRA,400016,IN,FALSE,,,,105000,175
189,408-3874942-9917143,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,1126,SAMBHAL,UTTAR PRADESH,244302,IN,FALSE,,,,105000,150
190,402-1706149-0949104,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,6XL,Shipped,1,INR,534,NAGPUR,MAHARASHTRA,441002,IN,FALSE,,,,187500,150
191,407-1672316-3245939,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,319,ELAVANASURKOTTAI,TAMIL NADU,607202,IN,FALSE,,,,332500,300
192,405-1832646-7988329,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,S,Shipped,1,INR,368,SANGLI MIRAJ KUPWAD,MAHARASHTRA,416410,IN,FALSE,,,,165000,500
193,408-9692204-9817146,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,T-shirt,M,Unshipped,1,INR,597,KALYAN,MAHARASHTRA,421306,IN,FALSE,,,,135000,300
194,402-9339129-6219537,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,T-shirt,XXL,Unshipped,1,INR,654,MYSURU,KARNATAKA,570016,IN,FALSE,,,,105000,225
195,405-3036350-8089120,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,795,ANKLESHWR,Gujarat,393002,IN,FALSE,,,,122500,175
196,404-6680046-0839536,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,M,Shipped,1,INR,744,Chennai,TAMIL NADU,600117,IN,FALSE,Easy Ship,,,206250,200
197,406-2966654-4672325,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,4XL,Shipped,1,INR,692,Greater Noida West,UTTAR PRADESH,201009,IN,FALSE,,,,1722,375
198,403-4845285-4565113,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Trousers,M,Shipped,1,INR,563,JAMMU,JAMMU & KASHMIR,180007,IN,FALSE,,,,2240,525
199,171-4496851-5319548,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Trousers,M,Shipped,1,INR,545,BENGALURU,KARNATAKA,560085,IN,FALSE,,,,5312,300
200,408-3416118-1167564,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,999,ITANAGAR,ARUNACHAL PRADESH,791113,IN,FALSE,,,,1408,225
6,408-5748499-6859555,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,653,CHANDIGARH,CHANDIGARH,160036,IN,FALSE,,,,1350,200
7,406-7807733-3785945,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,S,Shipped,1,INR,399,HYDERABAD,TELANGANA,500032,IN,FALSE,Easy Ship,,,476,175
8,407-5443024-5233168,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,T-shirt,3XL,Cancelled,0,,,HYDERABAD,TELANGANA,500008,IN,FALSE,,,,1560,350
9,402-4393761-0311520,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,363,Chennai,TAMIL NADU,600041,IN,FALSE,,,,2220,475
10,407-5633625-6970741,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,S,Shipped,1,INR,685,CHENNAI,TAMIL NADU,600073,IN,FALSE,,,,6084,275
11,171-4638481-6326716,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XS,Shipped,1,INR,364,NOIDA,UTTAR PRADESH,201303,IN,FALSE,,,,1749,200
12,405-5513694-8146768,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XS,Shipped,1,INR,399,Amravati.,MAHARASHTRA,444606,IN,FALSE,Easy Ship,,,1682,175
13,408-7955685-3083534,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XS,Shipped,1,INR,657,MUMBAI,MAHARASHTRA,400053,IN,FALSE,,,,256,125
208,171-1068229-1581965,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,3XL,Shipped,1,INR,449,BIDHAN NAGAR,WEST BENGAL,700064,IN,FALSE,,,,984,225
209,402-2105140-3584364,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,375,BENGALURU,KARNATAKA,560064,IN,FALSE,,,,2318,400
210,403-3561336-3563535,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,771,AHMEDABAD,Gujarat,380015,IN,FALSE,,,,4900,225
211,402-9532672-5385917,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,399,TIRUCHIRAPPALLI,TAMIL NADU,620001,IN,FALSE,,,,1887,125
212,408-4547464-4180323,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,0,BHUBANESWAR,ODISHA,752054,IN,FALSE,Easy Ship,,,1377,100
213,402-2211107-5096323,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,3XL,Shipped,1,INR,654,ALIGARH,UTTAR PRADESH,202001,IN,FALSE,,,,864,100
214,403-9412025-7537140,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,S,Shipped,1,INR,424,KOCHI,KERALA,682006,IN,FALSE,,,,1170,225
215,403-5456917-5571511,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,Blazzer,XL,Cancelled,0,,,GHAZIABAD,UTTAR PRADESH,201014,IN,FALSE,,,,2496,375
216,171-8452330-4756317,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Trousers,XS,Shipped,1,INR,432,PUNE,MAHARASHTRA,412207,IN,FALSE,,,,6600,200
217,171-4350114-4299568,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,XS,Shipped,1,INR,399,PUNE,MAHARASHTRA,412207,IN,FALSE,Easy Ship,,,2160,195
218,405-8692900-3888310,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,399,Bangalore,KARNATAKA,560016,IN,FALSE,,,,2014,175
219,402-6750101-3923558,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,597,MALAPPURAM,KERALA,676517,IN,FALSE,,,,1428,150
220,403-5725327-6264327,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Trousers,M,Shipped,1,INR,463,NOIDA,UTTAR PRADESH,201301,IN,FALSE,,,,1989,250
221,403-5209693-1173944,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,484,GREATER NOIDA,UTTAR PRADESH,201308,IN,FALSE,,,,3978,475
222,403-8255889-7526765,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,S,Shipped,1,INR,635,PATNA,BIHAR,800023,IN,FALSE,,,,8330,275
223,407-3554912-7244363,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,685,SIBSAGAR,ASSAM,785674,IN,FALSE,,,,3485,225
224,407-4737202-9096304,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,M,Shipped,1,INR,725,GAYA,BIHAR,823001,IN,FALSE,Easy Ship,,,2268,175
225,171-2842936-5423534,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Trousers,XL,Shipped,1,INR,487,BENGALURU,KARNATAKA,560083,IN,FALSE,,,,2279,175
226,407-4936046-5852304,04-30-22,Cancelled,Merchant,Amazon.in,Standard,T-shirt,XXL,On the Way,0,INR,1249.11,GURUGRAM,HARYANA,122001,IN,FALSE,Easy Ship,,,2064,275
227,407-4936046-5852304,04-30-22,Cancelled,Merchant,Amazon.in,Standard,T-shirt,XXL,On the Way,0,INR,1058.93,GURUGRAM,HARYANA,122001,IN,FALSE,Easy Ship,,,5460,41
228,402-9580874-3525948,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,696,KOLLAM,KERALA,691522,IN,FALSE,,,,8575,70
229,404-7426070-1355530,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,329,HYDERABAD,TELANGANA,500034,IN,FALSE,,,,4455,166
230,406-4878137-1126707,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,S,Shipped,1,INR,517,PUNE,MAHARASHTRA,411052,IN,FALSE,,,,3096,44
231,171-3505516-3505949,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,591,PUNE,MAHARASHTRA,411046,IN,FALSE,,,,2184,54
232,406-6199849-7523514,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,3XL,Shipped,1,INR,406,PERALASSERI,KERALA,670622,IN,FALSE,,,,3200,17
233,406-6180074-2350757,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,684,BENGALURU,KARNATAKA,560102,IN,FALSE,,,,5800,40
234,406-6180074-2350757,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,1115,BENGALURU,KARNATAKA,560102,IN,FALSE,,,,9129,74
235,406-2403215-8361103,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,999,BENGALURU,KARNATAKA,560102,IN,FALSE,Easy Ship,,,4488,156
236,404-6578109-5618751,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,295,BENGALURU,KARNATAKA,560100,IN,FALSE,Easy Ship,,,3002,53
237,407-2307966-4961113,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,442,UDUPI,KARNATAKA,576104,IN,FALSE,,,,2666,58
238,404-5539778-0029904,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,563,MARIANI,ASSAM,785634,IN,FALSE,,,,2484,8
239,171-6222676-0740318,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,435,NEW DELHI,DELHI,110075,IN,FALSE,,,,6027,24
240,403-2166075-2254703,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,563,MANGALURU,KARNATAKA,575006,IN,FALSE,,,,7452,61
241,407-5766340-7411567,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XS,Shipped,1,INR,399,AHMEDABAD,Gujarat,380022,IN,TRUE,,,,3640,140
242,404-0634392-1837110,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,Trousers,S,Cancelled,0,,,KARANJA,MAHARASHTRA,444105,IN,FALSE,,,,1920,51
243,408-2759943-9849959,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,1338,KOLKATA,WEST BENGAL,700051,IN,FALSE,,,,1696,51
244,403-5977671-8855508,04-30-22,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,T-shirt,XS,Shipped,1,INR,1115,COOCH BEHAR,WEST BENGAL,736101,IN,FALSE,Easy Ship,,,1476,24
245,408-9321153-0591557,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,399,BENGALURU,KARNATAKA,560029,IN,FALSE,,,,3792,26
246,404-0696150-3898703,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,499,PUNE,MAHARASHTRA,411037,IN,FALSE,Easy Ship,,,5828,64
247,406-7586136-6520337,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,M,Shipped,1,INR,791,DEHRADUN,UTTARAKHAND,248009,IN,FALSE,Easy Ship,,,2380,150
248,407-6146457-8788352,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Blazzer,M,Shipped,1,INR,725,GAYA,BIHAR,823001,IN,FALSE,,,,1444,54
249,404-8514200-3544346,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,Shirt,M,Cancelled,0,,,BENGALURU,KARNATAKA,560036,IN,FALSE,,,,1360,53
250,404-7452877-2137949,04-30-22,Cancelled,Merchant,Amazon.in,Standard,Shirt,M,On the Way,0,,,BENGALURU,KARNATAKA,560036,IN,FALSE,Easy Ship,,,1290,34
251,402-2703790-2816329,04-30-22,Cancelled,Merchant,Amazon.in,Standard,T-shirt,M,On the Way,0,INR,1278.57,JHARIA KHAS,JHARKHAND,828111,IN,FALSE,Easy Ship,,,3108,39
252,407-1515930-8661921,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,1099,KOLKATA,WEST BENGAL,700070,IN,FALSE,,,,5952,78
253,405-9144614-1601126,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,533,Secunderabad,TELANGANA,500010,IN,FALSE,Easy Ship,,,2924,170
254,407-0994909-4122733,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,5XL,Shipped,1,INR,696,UDAIPUR,RAJASTHAN,313001,IN,FALSE,,,,3102,85
255,402-7042386-5486768,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,363,COIMBATORE,TAMIL NADU,641030,IN,FALSE,,,,2580,54
256,403-7652993-1507525,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,631,BHUBANESWAR,ODISHA,751006,IN,FALSE,,,,2448,53
257,407-3847456-6656309,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,3XL,Shipped,1,INR,1115,BHAGALPUR,BIHAR,812003,IN,FALSE,,,,68750,48
258,407-3847456-6656309,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,3XL,Shipped,1,INR,968,BHAGALPUR,BIHAR,812003,IN,FALSE,,,,101250,105
259,171-7623384-8040337,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,486,NAGPUR,MAHARASHTRA,440036,IN,FALSE,,,,213750,175
260,171-7623384-8040337,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,597,NAGPUR,MAHARASHTRA,440036,IN,FALSE,,,,56250,99
261,171-4607096-6413920,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,563,NAGPUR,MAHARASHTRA,440036,IN,FALSE,Easy Ship,,,61250,72
262,404-6783988-2006729,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,597,CHENNAI,TAMIL NADU,600096,IN,FALSE,,,,20000,56
263,404-6975277-1927553,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,458,BERHAMPORE,WEST BENGAL,742103,IN,FALSE,Easy Ship,,,68750,64
264,402-5586272-3646748,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,1065,Dehradun,UTTARAKHAND,248001,IN,FALSE,,,,101250,116
265,171-6655820-6440356,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,2,INR,2130,MUMBAI,MAHARASHTRA,400101,IN,FALSE,,,,222500,179
266,171-1584788-8864335,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XXL,Shipped,1,INR,1099,MUMBAI,MAHARASHTRA,400101,IN,FALSE,Easy Ship,,,75000,102
267,402-0150402-0900371,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Blazzer,S,Shipped,1,INR,721,SEONI,MADHYA PRADESH,480661,IN,FALSE,,,,70000,79
268,408-6791822-5493964,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,968,Agra,UTTAR PRADESH,282002,IN,FALSE,,,,11250,62
269,405-0483874-0889137,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,563,LUCKNOW,UTTAR PRADESH,226029,IN,FALSE,,,,45000,54
270,407-5600921-2143569,04-30-22,Cancelled,Merchant,Amazon.in,Standard,T-shirt,S,On the Way,0,INR,995.54,BENGALURU,KARNATAKA,560067,IN,FALSE,Easy Ship,,,87500,123
271,404-1607808-0769930,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,T-shirt,XL,Cancelled,0,,,PATNA,BIHAR,800001,IN,FALSE,,,,225000,162
272,407-5124083-2725136,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,682,GHAZIABAD,UTTAR PRADESH,201012,IN,FALSE,,,,75000,91
273,407-4766116-5412325,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,399,Nermand,HIMACHAL PRADESH,172023,IN,FALSE,,,,60000,60
274,402-6885004-6990731,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,626,CHENNAI,TAMIL NADU,600010,IN,FALSE,,,,33750,53
275,402-2207276-9869933,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,1140,KAMAREDDY,TELANGANA,503111,IN,FALSE,,,,45000,41
276,407-9494293-9423561,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,486,SRINAGAR,JAMMU & KASHMIR,190015,IN,FALSE,,,,100000,79
277,171-6867266-8495534,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XS,Shipped,1,INR,597,BENGALURU,KARNATAKA,560042,IN,FALSE,,,,282000,124
278,408-3475592-6193128,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,399,MUDDEBIHAL,KARNATAKA,586212,IN,FALSE,,,,105000,68
